ASIN,コード,タイトル,メーカー、ブランド,定価,新品価格,新品安値ギャップ,新品数,中古最安値,中古安値ギャップ,中古数,在庫,ランキング,レビュー数,発売日
"B00DE9AAMC","4945664114952","5機種対応タッチペン『マルチおトモタッチペン ブラック』","ゲームテック","630","578","","","578","","","○","5,311","3","2013/06/21"
"B00BB8VEVE","4945664114976","置きラク!リモコンチャージ (WiiU/Wii版) 専用『電池パック ブルー』","ゲームテック","2,370","2,370","0","5","2,370","0","","○","5,799","8","2013/05/02"
"B00BB8VEUU","4945664114983","置きラク!リモコンチャージ (WiiU/Wii版) 専用『電池パック ピンク』","ゲームテック","1,071","1,071","10","5","1,071","10","1","○","4,739","8","2013/05/02"
"B00BUIY7N2","4945664115041","WiiU/Wii用有線LANアダプタ『USB有線LANアダプタU』","ゲームテック","2,592","2,336","218","3","2,336","218","","○","24,913","","2013/06/10"
"B00ECTY9TI","4945664115379","D253：Wii用電池入りま線＋連射ラクコン","ゲームテック","","","","","","","","×","46,426","",""
"B00DGO98C8","4945664115454","WiiU用ポートキャップセット『ほこり入れま栓!U (ブラック) 』","ゲームテック","864","864","164","4","864","164","","○","14,698","2","2013/08/29"
"B00DGO98G4","4945664115461","WiiU用ポートキャップセット『ほこり入れま栓!U (ホワイト) 』","ゲームテック","864","864","164","4","864","164","","○","4,877","2","2013/08/29"
"B00E3PM65A","4945664115539","3DSLL/3DS/WiiUゲームパッド/PSVita/各種スマホ/タブレットPC用『どこでもボタン』","ゲームテック","1,557","1,552","1","10","1,552","1","","○","10,948","8","2013/09/12"
"B00ESD9HB8","4945664115577","D245：WiiU用コントローラカバーPRO U(ブラック)","ゲームテック","","","","","","","","×","47,550","",""
"B00H97BU38","4945664116215","PS4/PS3用USBハブ『4ポートUSBハブ』","ゲームテック","1,620","1,445","179","8","1,445","179","","○","6,798","","2014/02/22"
"B00GSLNBAQ","4945664116222","PS4/PS3/HDMI搭載機器用『HDMIセレクタ 3in1』","ゲームテック","","3,092","6,781","2","3,092","6,781","","×","1,894","35","2014/02/22"
"B00IE1U2ZK","4945664116314","WiiU/Wiiリモコン用ハンドルアタッチメント『ドライビングリップU (ホワイト) 』","ゲームテック","1,080","1,080","","","1,080","","","×","38,386","","2014/04/30"
"B00IE1U2YG","4945664116321","WiiU Game Pad用充電ケーブル『USBもACもいりま線U』","ゲームテック","1,296","1,296","310","4","1,296","310","","×","722","","2014/04/24"
"B00JKAJJJE","4945664116628","WiiU GamePad用ハンドルアタッチメント『ドライビングスタンドU』","ゲームテック","2,808","2,808","","","2,808","","","×","17,562","","2014/05/30"
"B00A868KSU","4949244002721","アサシン クリードIII(特典なし)【CEROレーティング「Z」】","ユービーアイ ソフト","7,770","2,395","309","29","1,738","192","21","○","1,255","10","2012/12/08"
"B009LUE5BA","4949244002851","ZombiU(ゾンビU)","ユービーアイ ソフト","7,180","880","100","46","840","10","39","○","172","83","2012/12/08"
"B009LUE8B2","4949244002868","スポーツコネクション","ユービーアイ ソフト","4,937","3,620","10","23","2,849","88","17","○","8,546","14","2012/12/20"
"B00C2NQPR0","4949244002875","ラビッツランド","ユービーアイ ソフト","5,184","2,900","100","26","2,429","88","10","○","6,462","8","2013/06/06"
"B00D41IHQ6","4949244002899","スプリンターセル ブラックリスト","ユービーアイ ソフト","7,992","4,757","223","22","4,439","0","14","○","5,507","10","2013/09/05"
"B00FMQNHGQ","4949244003155","ウォッチドッグス (発売日未定)【CEROレーティング「Z」】","ユービーアイ ソフト","7,992","6,484","","","6,484","","","○","9,923","",""
"B00DS5O6F4","4949244003216","アサシン クリード4 ブラック フラッグ","ユービーアイ ソフト","7,770","6,742","143","12","6,379","1","8","○","8,005","12","2013/11/28"
"B00CL6D2U6","4949244003247","スナイパー エリートV2","ユービーアイ ソフト","6,264","3,834","5","19","3,448","0","14","○","2,784","4","2013/07/18"
"B00JTS0RK2","4953103408357","ELECOM LANケーブル PS4対応 CAT6 やわらか 2m ブラック GM-LDGPYT/BK20","エレコム","700","700","","","700","","","×","9,486","","2014/04/27"
"B009WKZTVY","4961818018723","【Wii U】鉄拳タッグトーナメント2 Wii U EDITION 対応スティック (別途Wiiリモコン必要)","ホリ","8,208","6,808","0","15","6,280","0","5","○","18,763","","2012/12/08"
"B009OA2XPC","4961818019195","【Wii U】任天堂公式ライセンス商品 やわらかポーチ for Wii U GamePad ブラック","ホリ","1,317","1,140","58","11","1,140","58","","○","4,121","5","2012/12/08"
"B009OA30RC","4961818019201","【Wii U】任天堂公式ライセンス商品 やわらかポーチ for Wii U GamePad ブルー","ホリ","1,317","1,023","3","9","1,023","3","","○","22,241","5","2012/12/08"
"B009OA34QE","4961818019218","【Wii U】任天堂公式ライセンス商品 やわらかポーチ for Wii U GamePad レッド","ホリ","1,317","840","340","6","840","340","","○","17,464","5","2012/12/08"
"B009OA37K2","4961818019225","【Wii U】任天堂公式ライセンス商品 ハードポーチ for Wii U GamePad ブラック","ホリ","1,580","1,256","274","6","1,256","274","","○","6,488","15","2012/12/08"
"B009OA3CNO","4961818019232","【Wii U】任天堂公式ライセンス商品 ハードポーチ for Wii U GamePad ブルー","ホリ","1,625","1,438","0","9","1,329","109","1","○","15,116","15","2012/12/08"
"B009OA3FUO","4961818019249","【Wii U】任天堂公式ライセンス商品 ハードポーチ for Wii U GamePad レッド","ホリ","1,625","989","2","10","989","2","","○","4,470","15","2012/12/08"
"B009OA3J5K","4961818019256","【Wii U】任天堂公式ライセンス商品 PCバリ硬カバー for Wii U GamePad クリア [ 前面保護タイプ ]","ホリ","1,009","449","51","11","449","51","","○","11,473","9","2012/12/08"
"B009OA3MA2","4961818019270","【Wii U】任天堂公式ライセンス商品 TPUやわ硬カバー for Wii U GamePad クリア [ 背面保護タイプ ]","ホリ","1,481","540","19","16","540","19","","○","13,115","22","2012/12/08"
"B009OA3PUE","4961818019287","【Wii U】任天堂公式ライセンス商品 TPUやわ硬カバー for Wii U GamePad クリアブラック [ 背面保護タイプ ]","ホリ","1,523","580","39","13","580","39","1","○","8,556","22","2012/12/08"
"B009OA3T2I","4961818019294","【Wii U】任天堂公式ライセンス商品 シリコンもち肌カバー for Wii U GamePad ブラック","ホリ","1,800","1,800","0","6","1,800","0","","○","13,081","12","2012/12/08"
"B009OA3WGQ","4961818019300","【Wii U】任天堂公式ライセンス商品 シリコンもち肌カバー for Wii U GamePad ホワイト","ホリ","1,523","1,420","5","20","1,420","5","","○","17,187","12","2012/12/08"
"B00B99EC4G","4961818019317","【Wii U】任天堂公式ライセンス商品 スタンドカバー for Wii U GamePad ブラック","ホリ","2,037","500","760","6","500","760","","○","7,746","","2013/03/30"
"B00A6MR0SW","4961818019386","【Wii U】任天堂公式ライセンス商品 ピカふきカバー for Wii U GamePad ブラック","ホリ","","950","330","5","950","330","","×","25,958","3","2012/12/08"
"B00A6MR0XM","4961818019393","【Wii U】任天堂公式ライセンス商品 ピカふきカバー for Wii U GamePad ホワイト","ホリ","700","355","315","3","355","315","","○","29,253","3","2012/12/08"
"B00ABABNVE","4961818019706","任天堂公式ライセンス商品 ニュー・スーパーマリオブラザーズ・U ピカふきカバー for Wii U GamePad クール","ホリ","802","800","10","7","800","10","","○","30,520","","2012/12/22"
"B00ABABNXM","4961818019713","任天堂公式ライセンス商品 ニュー・スーパーマリオブラザーズ・U ピカふきカバー for Wii U GamePad カラフル","ホリ","802","720","19","6","720","19","","○","23,338","","2012/12/22"
"B00B47XMZS","4961818019720","【Wii U】任天堂公式ライセンス商品 PC フル バリ硬カバー for Wii U GamePad","ホリ","","2,000","0","7","2,000","0","","×","17,752","2","2013/02/16"
"B00JK9LQ7I","4961818020528","充電スタンド対応PC フル バリ硬カバーfor Wii U GamePad クリア","ホリ","1,598","1,598","","","1,598","","","×","7,627","","2014/05/29"
"B00ENT4V2W","4961818020535","【Wii U】充電スタンド対応 シリコン もち肌カバー for Wii U GamePad ブラック","ホリ","1,523","1,153","0","16","1,153","0","","○","695","7","2013/11/28"
"B00ENT4V6I","4961818020542","【Wii U】充電スタンド対応 シリコン もち肌カバー for Wii U GamePad ホワイト","ホリ","1,523","1,154","578","20","1,154","578","","○","1,095","6","2013/11/28"
"B00J3HWZIG","4961818022539","マリオカート8 ハンドル for Wiiリモコン マリオ","ホリ","","4,330","","1","4,330","","","×","454","","2014/05/29"
"B00J3HWZPE","4961818022546","マリオカート8 ハンドル for Wiiリモコン ルイージ","ホリ","","4,330","","1","4,330","","","×","874","","2014/05/29"
"B00J2PH7FA","4961818022553","マリオカート8 プロテクトケース for Wii U GamePad マリオ (充電スタンド対応)","ホリ","1,755","1,384","","","1,384","","","×","634","","2014/05/29"
"B00J2PH7NC","4961818022560","マリオカート8 プロテクトケース for Wii U GamePad ルイージ (充電スタンド対応)","ホリ","1,706","1,384","","","1,384","","","×","1,658","","2014/05/29"
"B009LUE75Y","4963688401742","バットマン:アーカム・シティ アーマード・エディション 数量限定予約特典 特製スチールブック 付き","ワーナー・エンターテインメント・ジャパン","6,151","1,680","100","14","1,435","4","5","○","1,888","19","2012/12/08"
"B009CNIYPE","4963688401759","真・北斗無双 特典『真・北斗無双』特製スマートフォン用ポーチ 付","コーエーテクモゲームス","8,424","3,520","0","5","2,980","540","1","○","4,895","18","2013/01/31"
"B00IZZZAPW","4963688401858","マリオカート8 Amazon.co.jp限定特典:任天堂製オリジナルトランプ(ロゼッタVer.) 付","任天堂","6,156","6,156","","","6,156","","","×","247","","2014/05/29"
"B00IZZZANY","4963688401865","マリオカート8 Amazon.co.jp限定特典:任天堂製オリジナルトランプ(マリオVer.) 付","任天堂","6,156","6,156","","","6,156","","","×","100","","2014/05/29"
"B00AK8GZTW","4969123255666","ニンテンドー3DS LL用 スマートポーチ ブルー","モリゲームズ","972","780","1,420","3","780","1,420","","○","23,431","","2012/12/13"
"B00AK8H3NO","4969123256014","ニンテンドー3DS LL専用 TPU カバー クリアブルー","モリゲームズ","1,365","1,036","1,944","3","1,036","1,944","","○","19,247","","2012/12/13"
"B00AK8H6I6","4969123256038","ニンテンドー3DS LL専用 PC カバー クリアブルー","モリゲームズ","1,026","792","1,688","2","792","1,688","","○","19,848","","2012/12/13"
"B00H8GEBOA","4969123256564","Wii U GamePad 専用カバー (ブラック)","モリゲームズ","1,512","1,360","0","2","1,360","0","","○","23,872","","2013/12/22"
"B00H8GEBQI","4969123256571","Wii U GamePad 専用カバー (ブルー)","モリゲームズ","1,512","1,360","0","2","1,360","0","","○","49,630","","2013/12/22"
"B00CW9E8W8","4974365142407","龍が如く1&2 HD for Wii U","セガ","5,229","3,681","0","25","3,339","1","18","○","5,475","15","2013/08/08"
"B00E0GKHZI","4974365142414","ソニック ロストワールド","セガ","7,538","5,774","85","22","5,119","1","9","○","1,075","19","2013/10/24"
"B00I2FSZSE","4974365142421","ぷよぷよテトリス 特典なし","セガ","5,378","4,207","105","27","4,207","105","7","○","3,973","3","2014/02/06"
"B00IFWSW32","4974365142438","ソニック&オールスターレーシング TRANSFORMED","セガ","7,538","6,115","","","6,115","","","×","1,109","","2014/05/15"
"B009PJRXHU","4976219047357","モンスターハンター3 (トライ) G HD Ver.","カプコン","4,800","630","20","47","480","67","58","○","177","145","2012/12/08"
"B00B6XJD9Y","4976219050210","バイオハザード リベレーションズ アンベールド エディション","カプコン","5,132","1,570","10","34","1,339","0","25","○","782","23","2013/05/23"
"B00E9QTZDE","4976219051699","モンスターハンター フロンティアG ビギナーズパッケージ (16特典イベントコード同梱) 特典「レア素材獲得クエスト[HR11]」イベントコード付","カプコン","6,264","2,400","5","30","1,980","420","3","○","4,143","3","2013/12/11"
"B00H8LMHFK","4976219053594","モンスターハンター フロンティアG メモリアルパッケージ","カプコン","6,090","3,305","145","19","980","0","2","○","7,243","","2014/02/05"
"B004ASNV5Y","4981254668085","BUFFALO Wi-Fiコネクター WLI-UC-GNM-B 【3DS/3DS LL/Wii/Wii U/PS3対応】","バッファロー","2,037","1,645","10","5","1,110","535","1","○","2,011","7","2010/12/23"
"B00EEXJVMW","4982416619747","【任天堂公式ライセンス商品】WiiU用GamePad専用液晶画面保護フィルム『マジックフィルムWiiU』","アイレックス","950","843","372","3","843","372","","○","19,833","","2013/08/15"
"B00EEXJVOK","4982416619754","【任天堂公式ライセンス商品】WiiU用GamePad専用液晶画面保護フィルム『プレミアムフィルム艶 (TSUYA) WiiU』","アイレックス","1,058","936","279","4","936","279","","○","14,184","","2013/08/15"
"B009URKXPQ","4988135962867","バットマン:アーカム・シティ アーマード・エディション (特典なし)","ワーナー・エンターテインメント・ジャパン","6,151","1,480","228","28","1,274","10","25","○","2,513","6","2012/12/08"
"B00BIYQ4G6","4988135988904","インジャスティス:神々の激突","ワーナー・エンターテインメント・ジャパン","7,488","2,812","538","15","2,080","690","10","○","9,700","5","2013/06/27"
"B009CNIO0O","4988601007825","ドラゴンクエストX 目覚めし五つの種族 オンライン (WiiU版)","スクウェア・エニックス","7,180","4,970","0","15","2,980","1,990","1","○","4,623","87","2013/03/30"
"B00DSKQBUC","4988601008181","コール オブ デューティ ブラックオプスII 【CEROレーティング「Z」】","スクウェア・エニックス","4,104","3,634","1","7","3,634","1","2","○","12,977","2","2013/09/05"
"B00E950BQU","4988601008228","ドラゴンクエストX 目覚めし五つの種族 オンライン (WiiU版)","スクウェア・エニックス","4,104","3,272","728","16","3,272","728","","○","245","13","2013/09/26"
"B00EDGXOD2","4988601008259","コール オブ デューティ ゴースト [字幕版]","スクウェア・エニックス","8,208","5,672","1,458","18","4,807","1","9","○","955","22","2013/11/14"
"B00F9VKAR8","4988601008280","ドラゴンクエストX 眠れる勇者と導きの盟友 オンライン (WiiU版)","スクウェア・エニックス","4,104","2,640","37","36","2,640","37","","○","156","36","2013/12/05"
"B009CNIWYW","4988615045806","無双OROCHI2 Hyper","コーエーテクモゲームス","7,344","980","100","49","960","20","32","○","148","35","2012/12/08"
"B009CNIW4C","4988615045813","NINJA GAIDEN 3: Razor's Edge","コーエーテクモゲームス","7,140","1,080","0","45","990","0","35","○","447","43","2012/12/08"
"B009CNIXW8","4988615045868","三國志12","コーエーテクモゲームス","9,504","1,949","31","24","1,740","30","27","○","1,076","8","2012/12/13"
"B009URKWZM","4988615045936","真・北斗無双 (特典なし)","コーエーテクモゲームス","8,424","3,000","0","23","2,540","0","15","○","2,794","4","2013/01/31"
"B00DOU5FZ8","4988615052255","三國志12 with パワーアップキット","コーエーテクモゲームス","10,584","4,648","4,332","12","4,648","2,872","4","○","1,792","","2013/09/26"
"B00IQ96W1I","4988888888537","ドラゴンクエストX 眠れる勇者と導きの盟友 オンライン 【Wii版】 初回購入特典 アイテムコード付き","スクウェア・エニックス","4,980","4,980","","","4,980","","","○","7,645","",""
"B00ICLF8NI","4988888888544","ドラゴンクエストX 眠れる勇者と導きの盟友 オンライン 【WiiU版】 初回購入特典 アイテムコード付き","スクウェア・エニックス","","","","","","","","×","44,381","",""
"B00F3DG5IA","6959714101319","eForBuddy　任天堂　Wii　専用 ヌンチャク　レッド","eForBuddy","1,980","1,190","","","1,190","","","○","27,946","",""
"B0015TC0D0","7527566558774","LAN Adapter（Wii/Wii U用）","May Flash","","","","","","","","×","194,269","","2013/02/08"
"B00AZS4D64","9496625651771","シリコン カバー for 任天堂 Wii U GamePad ホワイト [アチーバー限定品]","GoodPrice","","","","","","","","×","23,483","3",""
"9861063897","9789861063898","シリコンカバー for Wii U GamePad 赤","MYCARRYINGCASE","","","","","","","","×","52,944","",""
"9861064222","9789861064222","プロテクト スタンド ケース (Wii U用) 黒","MYCARRYINGCASE","8,500","12,000","","","12,000","","","○","45,769","",""
"9863241229","9789863241225","シリコンカバー for Wii U GamePad ブルー","MYCARRYINGCASE","","","","","","","","×","46,977","",""
"986325083X","9789863250838","シリコンカバー for Wii U GamePad ピンク","MYCARRYINGCASE","","","","","","","","×","40,857","",""
